HALO,129.483333,10673.145061,15830.445938,107.471963,surveil
HALO,67.550000,13748.754655,37055.012032,105.423004,surveil
HALO,391.066667,635557.987010,11712.718244,107.904650,surveil
HALO,263.250000,75639.350933,10552.199228,102.720039,surveil
HALO,479.583333,568817.645998,8578.780744,96.141543,surveil
HALO,509.566667,572803.892119,5360.156222,106.214058,surveil
HALO,515.083333,1018514.787578,7645.576700,101.230459,surveil
HALO,452.566667,907792.627889,4401.285138,104.720161,surveil
HALO,515.116667,1267844.023439,8621.420744,92.415357,surveil
HALO,184.516667,20353.980249,31390.809180,103.560427,surveil
HALO,568.450000,5520374.444868,45942.953594,106.195560,surveil
HALO,563.750000,8471845.447929,41630.743360,104.782434,surveil
HALO,578.100000,4379843.810215,43497.063360,91.322350,surveil
HALO,535.750000,3963433.272679,40917.015039,111.444648,surveil
HALO,538.783333,5563111.155970,44838.256640,101.057260,surveil
HALO,467.400000,1323930.684565,38725.976640,101.947318,surveil
HALO,588.100000,1358989.684374,43200.223360,81.359693,surveil
HALO,568.083333,5238802.037740,40907.176640,89.110741,surveil
HALO,476.433333,2661809.100506,44201.280000,74.320241,surveil
HALO,531.766667,5525256.829524,43577.096640,100.253508,surveil
HALO,530.900000,3191138.605863,42707.568320,108.374047,surveil
HALO,535.733333,6334666.385775,42368.743360,111.197860,surveil
HALO,374.533333,2226091.172337,44232.276640,97.768181,surveil
HALO,513.083333,3299474.031232,41225.171680,98.683816,surveil
HALO,504.733333,8208599.526228,42681.983360,106.692656,surveil
HALO,295.866667,2985347.970511,43109.539688,90.646401,surveil
HALO,455.900000,8693995.865496,41750.857344,115.117233,surveil
HALO,404.983333,2716899.479420,41016.041250,102.309946,surveil
HALO,391.783333,1855557.551763,29425.632734,93.274557,surveil
HALO,546.650000,9570666.891917,41583.404377,100.933838,surveil
HALO,442.733333,4582072.452691,40618.366877,116.249141,surveil
HALO,580.466667,12884149.424014,41727.842890,92.039589,surveil
HALO,443.383333,1617898.454552,36091.431955,97.451648,surveil
HALO,512.850000,9207559.028315,42176.126640,91.031757,surveil
HALO,162.216667,2227244.671241,43274.460586,51.350782,surveil
HALO,378.233333,10147782.813785,41597.709531,71.943888,surveil
HALO,213.433333,2951456.248817,41754.315117,43.197675,surveil
HALO,473.933333,9652661.810585,40271.881640,96.653367,surveil
HALO,297.933333,13367630.464906,43393.669688,107.055272,surveil
HALO,312.850000,14584643.180635,42961.478437,37.511060,surveil
HALO,403.183333,8363922.781354,46148.610234,73.966755,surveil
HALO,163.766667,2734552.289545,45543.629610,41.127866,surveil
HALO,275.750000,4504886.507474,44272.983554,52.966283,surveil
HALO,119.666667,4145442.424441,40791.822500,98.443695,surveil
HALO,84.450000,13834.563697,25391.264765,93.574029,surveil
HALO,615.683333,29462873.261990,47349.533867,93.497838,surveil
HALO,413.533333,515651.735415,21165.348321,96.430797,surveil
HALO,473.916667,391777.729052,31795.592890,98.486141,surveil
HALO,478.533333,742659.807870,31827.785899,105.738551,surveil
HALO,500.016667,837261.785081,47256.633633,101.382168,surveil
HALO,495.433333,983131.646035,31849.073867,101.267413,surveil
HALO,452.400000,941100.432822,31805.692344,96.264799,surveil
HALO,492.350000,1670777.552286,31859.221367,95.349450,surveil
HALO,338.283333,1109822.530078,31714.507383,97.271971,surveil
HALO,591.633333,29966715.259736,45441.179258,37.750217,surveil
HALO,47.616667,22001.723910,31197.630312,100.662516,surveil
HALO,396.650000,11164990.620673,42374.867734,79.889103,surveil
HALO,320.383333,1714401.322299,40436.025782,95.824472,surveil
HALO,540.966667,2617739.512243,39620.904140,99.118839,surveil
HALO,543.516667,3167615.116785,34476.457968,111.416103,surveil
HALO,546.083333,5837004.600759,29478.256877,98.608486,surveil
HALO,206.233333,695556.132510,40013.258123,96.154543,surveil
HALO,481.083333,4509812.843168,27555.313631,86.425205,surveil
HALO,523.066667,4930621.624140,43692.056797,101.153490,surveil
HALO,458.950000,3369763.705283,28558.947188,93.747341,surveil
HALO,480.350000,8337700.885425,43324.720820,100.477878,surveil
HALO,390.483333,2700950.852701,41163.005430,96.388123,surveil
HALO,475.966667,6233627.211309,40473.998828,99.080471,surveil
HALO,350.566667,6727448.130214,43027.315469,111.717385,surveil
HMTO,40.166667,5796.638217,5147.796041,64.894110,surveil
HMTO,49.966667,30968.482482,7903.815839,47.943931,surveil
HMTO,263.700000,161587.419220,19909.600000,93.961483,surveil
